0,0,0,0,2.6459973,9.325289,0
1,0,1,0,2.4621968,9.453103,0
2,0,2,0,2.3829725,9.668047,0
3,0,3,0,2.1042724,9.801931,0
4,0,4,0,1.7599508,9.987661,0
5,0,5,0,1.5463868,10.1331005,0
6,0,6,0,1.2811513,10.182263,0
7,0,7,0,0.86489975,10.281438,0
8,0,8,0,0.4134103,10.343281,0
9,0,9,0,-0.03936434,10.409008,0
10,0,10,0,-0.4886737,10.56975,0
11,0,11,0,-0.8282111,10.746403,0
12,0,12,0,-0.9832165,10.8848715,0
13,0,13,0,-0.98936766,10.910189,0
14,0,14,0,-0.8367334,10.766619,0
15,0,15,0,-0.5728947,10.726665,0
16,0,16,0,-0.28962418,10.780268,0
17,0,17,0,-0.07508392,10.756232,0
18,0,18,0,-0.028396815,10.652051,0
19,0,19,0,-0.010988132,10.508378,0
20,0,20,0,0.12382955,10.488013,0
21,0,21,0,0.30377996,10.545904,0
22,0,22,0,0.4808492,10.62588,0
23,0,23,0,0.68682927,10.682485,0
24,0,24,0,0.88612235,10.564961,0
25,0,25,0,1.0398859,10.347849,0
26,0,26,0,1.2348503,10.041202,0
27,0,27,0,1.6473755,9.639623,0
28,0,28,0,2.2080646,9.342931,0
29,0,29,0,2.6311333,9.085636,0
30,0,30,0,2.9361727,8.957799,0
31,0,31,0,3.416421,9.03963,0
32,0,32,0,4.1770773,8.981757,0
33,0,33,0,4.986548,8.909449,0
34,0,34,0,5.488801,8.984473,0
35,0,35,0,5.84393,8.908916,0
36,0,36,0,6.424647,8.590296,0
37,0,37,0,6.8248234,8.474874,0
38,0,38,0,6.8368073,8.59817,0
39,0,39,0,6.869566,8.620147,0
40,1,0,0,3.0247304,9.03779,0
41,1,1,0,2.7736874,9.391576,0
42,1,2,0,2.4792142,9.688623,0
43,1,3,0,2.119796,9.9042,0
44,1,4,0,1.7954545,10.306659,0
45,1,5,0,1.4363779,10.35606,0
46,1,6,0,1.0000821,10.110061,0
47,1,7,0,0.6755085,10.058193,0
48,1,8,0,0.40088585,9.991854,0
49,1,9,0,-0.09017174,9.958318,0
50,1,10,0,-0.73018205,10.208668,0
51,1,11,0,-1.170417,10.619519,0
52,1,12,0,-1.2385254,10.81701,0
53,1,13,0,-1.0996214,10.7995615,0
54,1,14,0,-0.8886505,10.691826,0
55,1,15,0,-0.6347485,10.61317,0
56,1,16,0,-0.47600606,10.66857,0
57,1,17,0,-0.34915197,10.693439,0
58,1,18,0,-0.23150162,10.517415,0
59,1,19,0,-0.17009166,10.33347,0
60,1,20,0,-0.14742579,10.387937,0
61,1,21,0,-0.17232713,10.527518,0
62,1,22,0,-0.121980794,10.610577,0
63,1,23,0,0.06496892,10.690126,0
64,1,24,0,0.33994123,10.633772,0
65,1,25,0,0.65352595,10.377146,0
66,1,26,0,0.92200774,10.076319,0
67,1,27,0,1.2007631,9.786413,0
68,1,28,0,1.6835834,9.421878,0
69,1,29,0,2.249317,8.925922,0
70,1,30,0,2.7301602,8.601618,0
71,1,31,0,3.3154972,8.373671,0
